ZTCA,Median_Household_Income,Mean_Household_Income
25704,40055,55241
25705,42433,64628
25801,42875,60041
25810,-,N
25811,-,N
25812,38656,45652
25813,40063,59892
25817,55938,56364
25818,36544,42228
25820,41810,57388
25823,31490,40538
25825,74516,75622
25826,-,23343
25827,50758,51074
25831,54423,59634
25832,82027,111095
25836,-,N
25837,53750,62834
25839,-,37629
25840,42109,56974
25841,42500,60225
25843,-,72342
25844,69528,68380
25845,42589,41140
25846,22474,28156
25848,51652,42577
25849,36030,33270
25853,-,N
25854,50250,61593
25855,-,N
25857,-,49917
25862,-,32047
25864,-,36025
25865,48708,58005
25868,49853,58505
25870,-,N
25871,28306,39522
25873,39095,58299
25875,41956,66942
25876,-,N
25878,41635,44247
25879,63047,54345
25880,42804,51915
25882,45417,64077
25901,38947,52342
25902,-,67288
25904,-,54391
25906,37917,58889
25907,-,N
25908,55809,62135
25911,-,N
25913,46010,52352
25915,35667,38580
25916,-,15756
25917,30776,39165
25918,53482,60467
25920,-,N
25921,29954,44581
25922,53092,56532
25928,-,35007
25932,73913,62173
25936,88194,80177
25938,55313,69227
25942,45750,41293
25951,34922,47850
25958,32292,42739
25962,36266,42725
25969,41641,61553
25971,68750,70640
25972,-,20744
25976,49179,54306
25977,-,27377
25978,45000,67818
25979,27350,30120
25981,24279,35559
25984,40074,46797
25985,47969,48837
25989,-,N
26003,50467,75648
26030,52031,57431
26031,35851,48698
26032,55417,67379
26033,37361,51728
26034,45397,49090
26035,49605,56033
26036,138220,124969
26037,54639,60047
26038,66750,101222
26039,60479,85943
26040,39766,59604
26041,43705,53930
26047,46417,61645
26050,23946,36242
26055,60962,66823
26056,76726,79606
26059,64279,83239
26060,65571,71555
26062,50036,63446
26070,48958,58989
26074,40938,48336
26075,53750,76775
26101,34195,50123
26104,45088,62099
26105,55314,76602
26133,60109,75148
26134,43594,56675
26136,45625,53368
26137,59271,59185
26138,40982,31972
26141,36406,47672
26142,54181,77076
26143,45000,55219
26146,61250,83316
26147,45540,56349
26148,-,65224
26149,37813,57503
26150,55665,73683
26151,31563,45746
26152,-,N
26155,44299,58693
26159,49313,56721
26160,46779,57477
26161,53833,55067
26164,42252,58156
26167,30605,48795
26169,66154,86573
26170,50078,77147
26175,47206,66716
26178,38375,44186
26180,44309,61578
26181,68576,78693
26184,64946,66595
26187,72830,91622
26201,43183,61848
26202,30781,39553
26203,-,56046
26205,42865,57064
26206,29432,43861
26208,43173,55773
26209,56250,70972
26215,-,N
26217,-,38618
26218,38194,44591
26222,46500,59577
26224,70324,62918
26228,-,N
26230,-,34595
26234,35022,43587
26236,-,N
26237,35417,40975
26238,32237,42627
26241,42563,64118
26250,37425,54837
26253,46094,74093
26254,30956,37303
26257,48333,70177
26259,-,N
26260,51417,58553
26261,29252,38170
26263,-,73788
26264,49239,54390
26266,-,N
26267,51964,75846
26268,-,N
26269,50909,55863
26270,28750,36021
26271,41500,52942
26273,44375,54909
26275,29167,39472
26276,64722,62671
26278,53476,49796
26280,34397,41192
26282,30625,28157
26283,51481,56007
26285,35160,50522
26287,47956,54489
26288,40969,49836
26291,99375,99987
26292,40625,54635
26293,63438,63118
26294,39688,43810
26296,-,N
26298,-,31115
26301,44873,59474
26320,42292,45400
26321,25833,31899
26323,45625,52206
26325,-,35489
26327,-,N
26330,82174,101363
26335,60000,56966
26337,45625,69000
26338,55357,67266
26339,-,72867
26342,44737,51906
26343,-,36443
26346,44479,58462
26347,52955,69176
26348,26765,34848
26349,-,N
26351,35347,45221
26354,45607,56553
26361,-,50421
26362,37500,58187
26366,-,N
26369,-,85994
26372,54613,81163
26374,57202,64261
26376,29342,54534
26377,26957,46488
26378,45335,66669
26384,47500,58870
26385,69033,75028
26386,50161,58440
26404,-,48451
26405,37125,53245
26408,85550,89079
26410,57778,60940
26411,64565,72611
26412,-,39362
26415,53676,72631
26416,35776,60227
26419,39758,50865
26421,36094,38317
26422,58224,64391
26424,42069,48893
26425,39333,52229
26426,46121,61271
26430,48194,51154
26431,47351,57144
26435,24750,29667
26436,42552,37251
26437,34950,40891
26438,-,51117
26440,39792,52377
26443,78125,73404
26444,50284,70132
26447,41250,50866
26448,58750,72782
26451,60417,66455
26452,36274,54130
26456,44145,63675
26501,54335,76271
26505,39271,62268
26508,70904,106770
26519,47340,57373
26520,72778,82865
26521,63333,111649
26525,56895,77961
26534,28477,42404
26537,45878,58626
26541,63176,76270
26542,51786,64979
26543,-,27641
26547,55893,69614
26554,51574,66997
26559,62250,65616
26560,78095,69485
26562,55714,65379
26563,34167,56647
26568,-,77857
26570,49016,60650
26571,45313,59813
26572,-,40342
26574,46154,55230
26575,20781,36397
26576,-,73760
26581,46250,54516
26582,39917,59766
26585,47083,58055
26586,37143,29852
26587,75000,56056
26588,53799,65110
26590,68500,86372
26591,64554,61780
26601,43467,62377
26610,37788,46355
26611,34722,53102
26615,-,N
26617,-,N
26619,25156,32938
26621,48657,54936
26623,53365,56793
26624,42318,54871
26627,16496,44162
26629,51154,52050
26631,19397,21943
26636,45272,45695
26638,16597,28949
26651,40180,56785
26656,-,49890
26660,48523,48147
26662,68264,71842
26676,58235,53136
26678,46750,66305
26679,41596,56435
26680,-,39618
26681,38924,36560
26684,-,43344
26690,26369,47133
26691,54028,67791
26704,51531,58677
26705,47679,90355
26707,43162,44272
26710,59561,60893
26711,49846,62521
26714,-,56915
26716,52232,65409
26717,40586,64679
26719,65924,69532
26720,-,33814
26722,42054,46668
26726,47920,56948
26731,52833,48883
26739,51167,61258
26743,54400,63266
26750,34737,58612
26753,51927,66679
26755,34659,40119
26757,41759,54806
26761,62054,66416
26763,49833,49981
26764,43529,54769
26767,35952,50148
26801,38397,60741
26802,37500,50311
26804,34458,67750
26807,45891,54700
26808,74485,71504
26810,-,161975
26812,58657,74925
26814,39792,49420
26815,42115,70568
26817,-,73443
26818,44239,52977
26823,-,51226
26833,48929,56204
26836,44840,64810
26845,63355,62991
26847,38858,52136
26851,59083,67959
26852,-,49469
26855,38281,57376
26865,49907,57913
26866,40625,39865
26884,45114,56234
53001,72578,94015
53002,77708,86643
53003,47292,71386
53004,81250,90837
53005,104534,138901
53006,72604,81735
53007,39273,53430
53010,73219,84948
53011,80804,97385
53012,97500,125207
53013,73482,90703
53014,59434,74548
53015,74100,85509
53016,59375,65690
53017,124107,153735
53018,101703,133172
53019,76094,80079
53020,75300,93348
53021,85750,101077
53022,86113,108275
53023,76250,97404
53024,81420,100191
53027,70162,82284
53029,103764,146005
53031,-,-
53032,62857,76630
53033,96530,123942
53034,65369,74995
53035,67404,82073
53036,82813,93081
53037,84865,98148
53038,85344,95339
53039,66856,76506
53040,79250,93007
53042,63607,76308
53044,85859,139687
53045,104901,152154
53046,65833,77911
53047,66656,133777
53048,56563,66517
53049,81413,91791
53050,57668,64672
53051,82383,110547
53057,71392,82444
53058,83500,134910
53059,74808,88548
53061,65673,73415
53063,72917,85769
53065,76250,88698
53066,96880,121565
53069,110341,94979
53070,67039,83709
53072,92023,130824
53073,63570,79752
53074,68807,80902
53075,68448,78252
53076,102965,123432
53078,79412,88799
53079,73828,78509
53080,56558,77878
53081,50353,60486
53083,72827,84736
53085,60448,73245
53086,82192,102400
53088,61094,67028
53089,92951,110908
53090,73992,82761
53091,61125,67521
53092,106565,163046
53093,80491,89578
53094,57279,70345
53095,66301,86047
53097,129115,191762
53098,58079,72178
53103,91210,123785
53104,82126,101775
53105,76850,92591
53108,71250,84678
53110,56795,67233
53114,74698,83483
53115,61557,72040
53118,84783,101099
53119,91654,102493
53120,73205,87317
53121,70259,84365
53122,106058,163313
53125,85833,126078
53126,89057,107825
53128,68668,79742
53129,72039,94015
53130,76677,97586
53132,84118,108316
53137,85391,97592
53139,79375,94279
53140,46231,59759
53142,72141,90001
53143,48454,64360
53144,60655,82443
53146,86388,117973
53147,66011,90702
53149,98625,112893
53150,95057,112576
53151,82325,105717
53153,100750,115813
53154,74840,93379
53156,62260,70781
53158,89968,106191
53167,50781,52365
53168,77588,95790
53170,66336,91261
53172,52678,66639
53177,65671,79361
53178,65841,74411
53179,77535,91253
53181,69402,97209
53182,72536,94292
53183,102554,141469
53184,57400,71067
53185,95259,111398
53186,62271,77453
53188,68762,90282
53189,91325,108895
53190,48258,62922
53191,58144,89462
53192,-,-
53195,60341,50192
53202,55606,84197
53203,72159,100335
53204,31446,46038
53205,21131,35406
53206,24557,35477
53207,64039,72543
53208,35171,53199
53209,36537,51639
53210,36419,49817
53211,62815,98778
53212,37543,54821
53213,80139,107369
53214,49468,59536
53215,39310,49686
53216,36517,49461
53217,107523,153246
53218,38584,51411
53219,58746,66847
53220,56808,72797
53221,51868,65572
53222,60023,72060
53223,50666,58937
53224,55262,66222
53225,44865,55674
53226,73398,94636
53227,51999,63011
53228,69018,79043
53233,15635,28014
53235,44563,61949
53295,-,-
53402,61070,79133
53403,42829,60397
53404,37317,54128
53405,53915,66673
53406,62016,80174
53501,-,N
53502,57267,72714
53503,59063,78393
53504,57647,74367
53505,78750,126264
53506,43594,60043
53507,90625,103288
53508,88897,101198
53510,67778,71554
53511,47096,61200
53515,73664,97323
53516,68382,84985
53517,81944,99701
53518,52222,64475
53520,61270,71185
53521,89071,102729
53522,59762,67487
53523,86628,104705
53525,69514,74456
53526,54643,73603
53527,96111,109624
53528,87948,108817
53529,91477,102051
53530,58833,68124
53531,81902,104670
53532,90546,107116
53533,64574,83547
53534,68578,76471
53536,73503,83745
53537,55625,62945
53538,61815,78758
53540,35833,44172
53541,70625,80195
53543,64917,74855
53544,83125,93699
53545,56063,72533
53546,60950,71980
53548,53772,68496
53549,61706,76661
53550,67292,79275
53551,73561,85301
53553,60000,77349
53554,58355,67622
53555,80991,102082
53556,52539,65570
53557,54583,59211
53558,94951,105197
53559,73075,86851
53560,71346,89277
53561,81944,109024
53562,86438,130020
53563,78266,92604
53565,60231,76266
53566,55821,72500
53569,59286,81389
53570,68281,82214
53571,95962,87422
53572,83794,103420
53573,47925,61429
53574,79444,98696
53575,95445,115661
53576,68654,75100
53577,67500,83992
53578,66613,85795
53579,63365,73906
53580,58750,67343
53581,51550,62207
53582,62500,77455
53583,73894,85392
53585,54038,66684
53586,55156,65464
53587,62679,71952
53588,65888,80898
53589,71963,91496
53590,82273,94848
53593,107029,136654
53594,77409,81475
53597,105500,125310
53598,95087,111322
53599,-,48331
53702,-,103437
53703,40902,68147
53704,62783,77625
53705,70934,100239
53706,10804,13125
53711,82793,107111
53713,44493,59961
53714,56544,67777
53715,34104,57201
53716,76498,93441
53717,83125,115825
53718,78500,93486
53719,81490,101790
53726,37976,92887
53792,-,-
53801,53500,59085
53802,47083,33732
53803,53125,67719
53804,50588,64794
53805,47958,61345
53806,52292,61708
53807,68192,77110
53808,55833,65615
53809,60197,67721
53810,56406,75206
53811,63243,71363
53813,60208,72295
53816,54375,65641
53817,55625,56869
53818,52601,65575
53820,60833,72103
53821,49916,67225
53825,52083,70259
53826,49199,59345
53827,58068,59035
53901,52492,70560
53910,36429,50715
53911,84583,89282
53913,53483,68607
53916,54428,70978
53919,72700,85417
53920,53000,61406
53922,67422,83340
53923,68864,76817
53924,52262,63944
53925,68750,82656
53926,56250,70252
53928,68750,63537
53929,54153,64515
53930,66333,75450
53931,69750,73545
53932,76741,85869
53933,60250,74609
53934,39985,53610
53935,58125,58635
53936,41875,52755
53937,62031,73184
53939,53958,62317
53941,63684,76365
53943,64583,88706
53944,53981,70480
53946,58371,72882
53947,48594,57031
53948,52633,69815
53949,51458,60920
53950,54058,78347
53951,54315,69088
53952,50917,63862
53953,40000,46383
53954,71226,81606
53955,81812,95210
53956,56981,72522
53959,65335,75683
53960,77059,85280
53961,63250,79979
53963,59132,70757
53964,51389,64503
53965,54273,72632
53968,55563,67834
53969,53542,61523
54001,61825,73612
54002,67819,78900
54003,81750,99452
54004,59259,69790
54005,60595,71920
54006,48906,61226
54007,64779,75806
54009,71875,81833
54010,-,-
54011,79257,90542
54013,66571,77092
54014,74940,86576
54015,90104,92693
54016,96973,118329
54017,78131,91000
54020,66890,79164
54021,85490,99472
54022,70445,91254
54023,88315,95805
54024,56667,70238
54025,82782,91472
54026,74519,90707
54027,70000,82405
54028,64167,75992
54082,112014,131359
54101,78047,88582
54102,39091,44772
54103,40833,49861
54104,44697,54994
54106,68442,73436
54107,63839,78818
54110,70156,79692
54111,63784,73860
54112,56007,62993
54113,71014,96834
54114,48178,59706
54115,78404,96956
54119,44464,60297
54120,48438,49561
54121,53519,77018
54123,56563,67282
54124,49710,62062
54125,33281,57273
54126,75938,91327
54127,-,77535
54128,57216,65031
54129,68889,84846
54130,70533,84267
54135,44375,70066
54136,51354,61369
54137,63490,78619
54138,46765,60920
54139,67500,80037
54140,59838,66077
54141,68942,80980
54143,50440,64997
54149,45956,60024
54150,29966,39191
54151,51618,62604
54153,52011,63961
54154,55083,66014
54155,69683,115805
54156,41337,51132
54157,54835,67053
54159,55347,70040
54160,75417,77064
54161,54188,66328
54162,70753,79190
54165,69304,82083
54166,52356,67611
54169,106000,119105
54170,65400,80487
54171,89107,104118
54173,83064,116644
54174,50517,61243
54175,56944,62222
54177,45350,58581
54180,78068,88516
54201,55972,65651
54202,62292,78599
54204,71219,80114
54205,75268,82109
54207,70278,78107
54208,77475,90698
54209,71806,104708
54210,67798,95126
54211,83500,96322
54212,83333,110810
54213,56042,68614
54214,57500,77224
54216,61075,68690
54217,73393,85043
54220,51542,65155
54227,77500,81539
54228,62773,74159
54229,75703,84453
54230,66994,81354
54232,48750,66762
54234,57188,66625
54235,59772,80954
54241,50836,62973
54245,70357,76241
54246,58542,76565
54247,64808,75078
54301,59501,76799
54302,42454,58420
54303,41069,49796
54304,49704,59825
54307,-,-
54311,66864,88322
54313,90598,103293
54401,53228,76666
54403,54612,79936
54405,50426,74452
54406,69671,79970
54407,74097,95987
54408,54808,66346
54409,48065,59359
54410,64178,76105
54411,59390,75601
54412,61587,75447
54413,52500,54960
54414,55594,68296
54416,56083,64261
54417,34000,46520
54418,64432,76756
54420,62500,72692
54421,55968,72531
54422,50096,63102
54423,86875,98626
54424,67500,79835
54425,55000,69849
54426,65521,76454
54427,52174,65203
54428,50536,57688
54430,65625,68356
54433,51188,68257
54435,58385,72265
54436,57067,71022
54437,53286,65399
54440,66458,82332
54441,83333,104786
54442,59722,68883
54443,66759,80227
54446,59712,75701
54447,41607,49347
54448,74387,85629
54449,58716,84098
54450,49464,57370
54451,54199,67155
54452,60070,68940
54454,63646,75978
54455,76080,90343
54456,52175,63313
54457,54782,73259
54458,49375,72671
54459,50294,59744
54460,50417,68565
54462,42132,55568
54463,48281,61905
54465,41042,50782
54466,54575,67599
54467,61070,79663
54469,55865,65081
54470,50655,61292
54471,81731,99320
54473,60197,76330
54474,58220,73047
54475,65625,74799
54476,65908,79731
54479,62957,74605
54480,52045,58538
54481,49435,64361
54482,72434,94867
54484,65063,83133
54485,44583,59882
54486,48878,59392
54487,60322,72139
54488,48375,67621
54489,62292,74125
54490,53359,62981
54491,42153,60071
54493,48846,65591
54494,57329,68984
54495,44440,52404
54498,50850,62873
54499,56471,68047
54501,54904,72746
54511,53663,65000
54512,55400,70609
54513,47386,58066
54514,51458,62563
54515,40568,48003
54517,34625,54061
54519,49125,75330
54520,43388,54840
54521,47639,72002
54524,55000,56990
54525,44583,63463
54526,45682,50427
54527,36953,50896
54529,57589,67339
54530,39519,48549
54531,60769,82391
54534,39760,53856
54536,31250,46385
54537,48958,54435
54538,35571,52292
54539,61912,83627
54540,43824,64666
54541,52014,64255
54542,33203,41449
54545,59784,82918
54546,40625,50752
54547,50664,59075
54548,61793,104478
54550,38750,50259
54552,44146,58379
54554,42727,68504
54555,51127,65317
54556,44375,55898
54557,68269,80735
54558,45298,70098
54559,47266,58065
54560,62738,67148
54561,-,-
54562,54191,76526
54563,59464,72009
54564,43750,51165
54565,31250,30355
54566,43750,51937
54568,45512,67575
54601,50181,71320
54603,49606,67991
54610,60750,70271
54611,54310,69276
54612,54531,69943
54613,41774,51317
54614,66685,80351
54615,48549,62663
54616,55786,65797
54618,61736,73836
54619,67500,79159
54621,64766,86266
54622,60688,71475
54623,68846,83235
54624,54911,65255
54625,50469,57578
54626,56591,75601
54627,62500,73483
54628,55357,68341
54629,62241,69094
54630,61351,75256
54631,52000,63929
54632,59821,73331
54634,50078,63633
54635,59205,67319
54636,81735,96094
54637,45000,60342
54638,56136,64383
54639,41875,55775
54641,-,N
54642,67019,76288
54643,-,N
54644,63548,72703
54645,25000,37405
54646,51900,63471
54648,56731,67776
54650,64768,93044
54651,47692,54737
54652,47500,60656
54653,61833,68959
54654,50625,50994
54655,43589,68816
54656,59329,71047
54657,53594,59554
54658,66875,77654
54659,52188,63351
54660,57241,73695
54661,64316,78875
54664,49934,58903
54665,45720,59768
54666,64719,77118
54667,57222,71745
54669,71319,85477
54670,56250,71102
54701,60154,76953
54703,58031,71054
54720,56839,75429
54721,54766,74105
54722,60375,84174
54723,67500,78352
54724,53818,64351
54725,56842,74464
54726,55652,66690
54727,56793,66746
54728,56399,67497
54729,62245,78320
54730,68086,80901
54731,52734,57762
54732,51985,66265
54733,57727,74093
54734,65000,77292
54736,54091,71795
54737,68571,77644
54738,75688,89148
54739,78664,87136
54740,63438,71207
54741,49750,58663
54742,66972,84635
54745,59141,75017
54746,58250,58248
54747,55357,64773
54748,51974,66299
